"Data_point","company","year","value"
"No of shares (millions)","Modern times group B","2011",66
"Share price 31/12 (est = x cost of EQ - dividend)","Modern times group B","2011",326
"Capitalization","Modern times group B","2011",21547
"Total Assets","Mycronic","2011",1586
"Foreign sales","Mycronic","2011",1164
"BV equity","Mycronic","2011",1231
"Cash","Mycronic","2011",536
"Gross nominal value","Mycronic","2011",440
"R&D expenses","Mycronic","2011",289
"Total debt","Mycronic","2011",6.9
"Capex","Mycronic","2011",9.1
"Net income","Mycronic","2011",-57
"Short term liabilities","Mycronic","2011",329
"No of shares (millions)","Mycronic","2011",97.9
"Share price 31/12 (est = x cost of EQ - dividend)","Mycronic","2011",11.95
"Capitalization","Mycronic","2011",1169.905
"Total Assets","Sandvik","2011",98530
"Foreign sales","Sandvik","2011",89851
"BV equity","Sandvik","2011",31264
"Cash","Sandvik","2011",5592
"Gross nominal value","Sandvik","2011",8456
"R&D expenses","Sandvik","2011",2421
"Total debt","Sandvik","2011",35530
"Capex","Sandvik","2011",4994
"Net income","Sandvik","2011",5861
"Short term liabilities","Sandvik","2011",25180
"No of shares (millions)","Sandvik","2011",1186.3
"Share price 31/12 (est = x cost of EQ - dividend)","Sandvik","2011",84
"Capitalization","Sandvik","2011",99649
"Total Assets","SCA B","2011",139004
"Foreign sales","SCA B","2011",73893
"BV equity","SCA B","2011",60752
"Cash","SCA B","2011",2644
"Gross nominal value","SCA B","2011",29626
"R&D expenses","SCA B","2011",832
"Total debt","SCA B","2011",37834
"Capex","SCA B","2011",5050
"Net income","SCA B","2011",607
"Short term liabilities","SCA B","2011",28893
"No of shares (millions)","SCA B","2011",705.1
"Share price 31/12 (est = x cost of EQ - dividend)","SCA B","2011",102
"Capitalization","SCA B","2011",71920
"Total Assets","Securitas B","2011",36665
"Foreign sales","Securitas B","2011",59924
"BV equity","Securitas B","2011",9204
"Cash","Securitas B","2011",2507
"Gross nominal value","Securitas B","2011",2105
"R&D expenses","Securitas B","2011",0
"Total debt","Securitas B","2011",8208
"Capex","Securitas B","2011",1009.8
"Net income","Securitas B","2011",1708
"Short term liabilities","Securitas B","2011",15229
"No of shares (millions)","Securitas B","2011",365.1
"Share price 31/12 (est = x cost of EQ - dividend)","Securitas B","2011",59.4
"Capitalization","Securitas B","2011",21687
"Total Assets","Skanska B","2011",82770
"Foreign sales","Skanska B","2011",88219
"BV equity","Skanska B","2011",19583
"Cash","Skanska B","2011",5309
"Gross nominal value","Skanska B","2011",10796
"R&D expenses","Skanska B","2011",42
"Total debt","Skanska B","2011",13510
"Capex","Skanska B","2011",2206
"Net income","Skanska B","2011",7595
"Short term liabilities","Skanska B","2011",57151
"Capitalization","Skanska B","2011",46900
"Total Assets","SKF B","2011",59374
"Foreign sales","SKF B","2011",64064
"BV equity","SKF B","2011",22455
"Cash","SKF B","2011",4825
"Gross nominal value","SKF B","2011",8744
"R&D expenses","SKF B","2011",1481
"Total debt","SKF B","2011",18311
"Capex","SKF B","2011",1839
"Net income","SKF B","2011",6224
"Short term liabilities","SKF B","2011",13245
"No of shares (millions)","SKF B","2011",455.3
"Share price 31/12 (est = x cost of EQ - dividend)","SKF B","2011",145.6
"Capitalization","SKF B","2011",66292
"Total Assets","SSAB A","2011",63439
"Foreign sales","SSAB A","2011",35234
"BV equity","SSAB A","2011",30768
"Cash","SSAB A","2011",1648
"Gross nominal value","SSAB A","2011",6223
"R&D expenses","SSAB A","2011",223
"Total debt","SSAB A","2011",20790
"Capex","SSAB A","2011",3111
"Net income","SSAB A","2011",1560
"Short term liabilities","SSAB A","2011",9971
"No of shares (millions)","SSAB A","2011",323.9
"Share price 31/12 (est = x cost of EQ - dividend)","SSAB A","2011",60.65
"Capitalization","SSAB A","2011",19645
"Total Assets","Sweco ","2011",3257
"Foreign sales","Sweco ","2011",2589
"BV equity","Sweco ","2011",1504
"Cash","Sweco ","2011",220
"Gross nominal value","Sweco ","2011",0
"R&D expenses","Sweco ","2011",0
"Total debt","Sweco ","2011",79
"Capex","Sweco ","2011",122
"Net income","Sweco ","2011",375
"Short term liabilities","Sweco ","2011",1561
"Capitalization","Sweco ","2011",5258
"Total Assets","Swedish match","2011",14507
"Foreign sales","Swedish match","2011",5353
"BV equity","Swedish match","2011",19525
"Cash","Swedish match","2011",2533
"Gross nominal value","Swedish match","2011",6846
"R&D expenses","Swedish match","2011",80
"Total debt","Swedish match","2011",11307
"Capex","Swedish match","2011",245
"Net income","Swedish match","2011",2538
"Short term liabilities","Swedish match","2011",4714
"Capitalization","Swedish match","2011",49900
"Total Assets","Tele2 B","2011",46864
"Foreign sales","Tele2 B","2011",27837
"BV equity","Tele2 B","2011",21452
"Cash","Tele2 B","2011",834
"Gross nominal value","Tele2 B","2011",12295
"R&D expenses","Tele2 B","2011",0
"Total debt","Tele2 B","2011",14190
"Capex","Tele2 B","2011",6095
"Net income","Tele2 B","2011",2056
"Short term liabilities","Tele2 B","2011",8951
"No of shares (millions)","Tele2 B","2011",446.1
"Share price 31/12 (est = x cost of EQ - dividend)","Tele2 B","2011",133.9
"Capitalization","Tele2 B","2011",59733
"Total Assets","TeliaSonera","2011",252883
"Foreign sales","TeliaSonera","2011",68295
"BV equity","TeliaSonera","2011",122871
"Cash","TeliaSonera","2011",12600
"Gross nominal value","TeliaSonera","2011",9990
"R&D expenses","TeliaSonera","2011",508
"Total debt","TeliaSonera","2011",79842
"Capex","TeliaSonera","2011",17384
"Net income","TeliaSonera","2011",21119
"Short term liabilities","TeliaSonera","2011",36168
"No of shares (millions)","TeliaSonera","2011",4367
"Share price 31/12 (est = x cost of EQ - dividend)","TeliaSonera","2011",46.77
"Capitalization","TeliaSonera","2011",204245
"Total Assets","Volvo ","2011",NA
"Foreign sales","Volvo ","2011",296259
"BV equity","Volvo ","2011",76682
"Cash","Volvo ","2011",35951
"Gross nominal value","Volvo ","2011",26666
"R&D expenses","Volvo ","2011",13276
"Total debt","Volvo ","2011",137150
"Capex","Volvo ","2011",20099
"Net income","Volvo ","2011",18115
"Short term liabilities","Volvo ","2011",143679
"No of shares (millions)","Volvo ","2011",2027
"Share price 31/12 (est = x cost of EQ - dividend)","Volvo ","2011",75.3
"Capitalization","Volvo ","2011",152633
"Total Assets","ÅF B","2011",4123
"Foreign sales","ÅF B","2011",1753
"BV equity","ÅF B","2011",2450
"Cash","ÅF B","2011",345
"Gross nominal value","ÅF B","2011",0
"R&D expenses","ÅF B","2011",0
"Total debt","ÅF B","2011",215
"Capex","ÅF B","2011",51
"Net income","ÅF B","2011",312
"Short term liabilities","ÅF B","2011",1376
"Capitalization","ÅF B","2011",3781
"SIZE","AAK","2012",9.19
"Sales","AAK","2012",16911
"FSD","AAK","2012",1
"FSTS","AAK","2012",0.88
"Tobin's Q","AAK","2012",1.76
"FXD","AAK","2012",1
"Gross FXD","AAK","2012",3041
"DERIV","AAK","2012",0.18
"R&D/sales","AAK","2012",0.022
"Leverage","AAK","2012",0.73
"Quick ratio","AAK","2012",0.124
"Capex/sales","AAK","2012",0.022
"ROA ","AAK","2012",0.066
"DD","AAK","2012",1
"ID","AAK","2012",0
"DE","AAK","2012",-13
"DDE","AAK","2012",0
"SIZE","Active Biotech","2012",6.55
"Sales","Active Biotech","2012",227.9
"FSD","Active Biotech","2012",1
"FSTS","Active Biotech","2012",0.26
"Tobin's Q","Active Biotech","2012",5.96
"FXD","Active Biotech","2012",0
"Gross FXD","Active Biotech","2012",0
"DERIV","Active Biotech","2012",0
"R&D/sales","Active Biotech","2012",1.65
"Leverage","Active Biotech","2012",0.7
"Quick ratio","Active Biotech","2012",1.7
"Capex/sales","Active Biotech","2012",0.07
"ROA ","Active Biotech","2012",-0.25
"DD","Active Biotech","2012",0
"ID","Active Biotech","2012",0
"DE","Active Biotech","2012",0
"DDE","Active Biotech","2012",0
"SIZE","Alfa Laval","2012",10.46
"Sales","Alfa Laval","2012",29813
"FSD","Alfa Laval","2012",1
"FSTS","Alfa Laval","2012",0.97
"Tobin's Q","Alfa Laval","2012",2.21
"FXD","Alfa Laval","2012",1
"Gross FXD","Alfa Laval","2012",6069
"DERIV","Alfa Laval","2012",0.2
"R&D/sales","Alfa Laval","2012",0.024
"Leverage","Alfa Laval","2012",0.42
"Quick ratio","Alfa Laval","2012",0.149
"Capex/sales","Alfa Laval","2012",0.018
"ROA ","Alfa Laval","2012",0.092
"DD","Alfa Laval","2012",1
"ID","Alfa Laval","2012",0
"DE","Alfa Laval","2012",168
"DDE","Alfa Laval","2012",1
"SIZE","Arcam","2012",4.93
"Sales","Arcam","2012",139.1
"FSD","Arcam","2012",1
"FSTS","Arcam","2012",0.52
"Tobin's Q","Arcam","2012",4.96
"FXD","Arcam","2012",0
"Gross FXD","Arcam","2012",0
"DERIV","Arcam","2012",0
"R&D/sales","Arcam","2012",0.113
"Leverage","Arcam","2012",0
"Quick ratio","Arcam","2012",0.49
"Capex/sales","Arcam","2012",0.066
"ROA ","Arcam","2012",0.108
"DD","Arcam","2012",0
"ID","Arcam","2012",0
"DE","Arcam","2012",0
"DDE","Arcam","2012",0
"SIZE","ASSA ABLOY B","2012",11.01
"Sales","ASSA ABLOY B","2012",46619
"FSD","ASSA ABLOY B","2012",1
"FSTS","ASSA ABLOY B","2012",0.94
"Tobin's Q","ASSA ABLOY B","2012",2.06
"FXD","ASSA ABLOY B","2012",1
"Gross FXD","ASSA ABLOY B","2012",3940
"DERIV","ASSA ABLOY B","2012",0.08
"R&D/sales","ASSA ABLOY B","2012",0.029
"Leverage","ASSA ABLOY B","2012",0.61
"Quick ratio","ASSA ABLOY B","2012",0.054
"Capex/sales","ASSA ABLOY B","2012",0.012
"ROA ","ASSA ABLOY B","2012",0.086
"DD","ASSA ABLOY B","2012",1
"ID","ASSA ABLOY B","2012",0
"DE","ASSA ABLOY B","2012",-978
"DDE","ASSA ABLOY B","2012",0
"SIZE","Atlas Copco","2012",11.3
"Sales","Atlas Copco","2012",90533
"FSD","Atlas Copco","2012",1
"FSTS","Atlas Copco","2012",0.977
"Tobin's Q","Atlas Copco","2012",3.19
"FXD","Atlas Copco","2012",1
"Gross FXD","Atlas Copco","2012",458
"DERIV","Atlas Copco","2012",0.01
"R&D/sales","Atlas Copco","2012",0.022
"Leverage","Atlas Copco","2012",0.27
"Quick ratio","Atlas Copco","2012",0.58
"Capex/sales","Atlas Copco","2012",0.044
"ROA ","Atlas Copco","2012",0.17
"DD","Atlas Copco","2012",1
"ID","Atlas Copco","2012",1
"DE","Atlas Copco","2012",623
"DDE","Atlas Copco","2012",1
"SIZE","B&B tools","2012",8.63
"Sales","B&B tools","2012",8201
"FSD","B&B tools","2012",1
"FSTS","B&B tools","2012",0.49
"Tobin's Q","B&B tools","2012",0.94
"FXD","B&B tools","2012",1
"Gross FXD","B&B tools","2012",528
"DERIV","B&B tools","2012",0.06
"R&D/sales","B&B tools","2012",0
"Leverage","B&B tools","2012",0.94
"Quick ratio","B&B tools","2012",0.04
"Capex/sales","B&B tools","2012",0.008
"ROA ","B&B tools","2012",0.041
"DD","B&B tools","2012",1
"ID","B&B tools","2012",0
"DE","B&B tools","2012",10
"DDE","B&B tools","2012",1
"SIZE","Beijer alma","2012",7.78
"Sales","Beijer alma","2012",2780
"FSD","Beijer alma","2012",1
"FSTS","Beijer alma","2012",0.66
"Tobin's Q","Beijer alma","2012",1.83
"FXD","Beijer alma","2012",1
"Gross FXD","Beijer alma","2012",189.3
"DERIV","Beijer alma","2012",0.07
"R&D/sales","Beijer alma","2012",0.003
"Leverage","Beijer alma","2012",0.2
"Quick ratio","Beijer alma","2012",0.46
"Capex/sales","Beijer alma","2012",0.025
"ROA ","Beijer alma","2012",0.12
"DD","Beijer alma","2012",1
"ID","Beijer alma","2012",1
"DE","Beijer alma","2012",0.6
"DDE","Beijer alma","2012",1
"SIZE","Beijer ref","2012",8.52
"Sales","Beijer ref","2012",6758
"FSD","Beijer ref","2012",1
"FSTS","Beijer ref","2012",0.97
"Tobin's Q","Beijer ref","2012",1.4
"FXD","Beijer ref","2012",0
"Gross FXD","Beijer ref","2012",0
"DERIV","Beijer ref","2012",0
"R&D/sales","Beijer ref","2012",0
"Leverage","Beijer ref","2012",0.61
"Quick ratio","Beijer ref","2012",0.12
"Capex/sales","Beijer ref","2012",0.013
"ROA ","Beijer ref","2012",0.061
"DD","Beijer ref","2012",1
"ID","Beijer ref","2012",0
"DE","Beijer ref","2012",0
"DDE","Beijer ref","2012",0
"SIZE","Bilia","2012",8.7
"Sales","Bilia","2012",17662
"FSD","Bilia","2012",1
"FSTS","Bilia","2012",0.37
"Tobin's Q","Bilia","2012",1.1
"FXD","Bilia","2012",0
"Gross FXD","Bilia","2012",0
"DERIV","Bilia","2012",0
"R&D/sales","Bilia","2012",0
"Leverage","Bilia","2012",0.39
"Quick ratio","Bilia","2012",0.02
"Capex/sales","Bilia","2012",0.036
"ROA ","Bilia","2012",0.027
"DD","Bilia","2012",1
"ID","Bilia","2012",0
"DE","Bilia","2012",0
"DDE","Bilia","2012",0
"SIZE","BioGaia","2012",6.2
"Sales","BioGaia","2012",645.2
"FSD","BioGaia","2012",1
"FSTS","BioGaia","2012",0.785802852
"Tobin's Q","BioGaia","2012",5.98
"FXD","BioGaia","2012",0
"Gross FXD","BioGaia","2012",0
"DERIV","BioGaia","2012",0
"R&D/sales","BioGaia","2012",0.06
"Leverage","BioGaia","2012",0
"Quick ratio","BioGaia","2012",10.4
"Capex/sales","BioGaia","2012",0.04
"ROA ","BioGaia","2012",0.64
"DD","BioGaia","2012",1
"ID","BioGaia","2012",0
"DE","BioGaia","2012",0
"DDE","BioGaia","2012",0
"SIZE","Boliden","2012",10.6
"Sales","Boliden","2012",40001
"FSD","Boliden","2012",1
"FSTS","Boliden","2012",0.83
"Tobin's Q","Boliden","2012",1.28
"FXD","Boliden","2012",1
"Gross FXD","Boliden","2012",7796
"DERIV","Boliden","2012",0.19
"R&D/sales","Boliden","2012",0.0107
"Leverage","Boliden","2012",0.33
"Quick ratio","Boliden","2012",0.13
"Capex/sales","Boliden","2012",0.104
"ROA ","Boliden","2012",0.084
"DD","Boliden","2012",1
"ID","Boliden","2012",1
"DE","Boliden","2012",-147
"DDE","Boliden","2012",0
"SIZE","Bure equity","2012",7.8
"Sales","Bure equity","2012",549
"FSD","Bure equity","2012",1
"FSTS","Bure equity","2012",0.28
"Tobin's Q","Bure equity","2012",0.86
"FXD","Bure equity","2012",0
"Gross FXD","Bure equity","2012",0
"DERIV","Bure equity","2012",0
"R&D/sales","Bure equity","2012",0
"Leverage","Bure equity","2012",0.05
"Quick ratio","Bure equity","2012",1.69
"Capex/sales","Bure equity","2012",0
"ROA ","Bure equity","2012",-0.063
"DD","Bure equity","2012",1
"ID","Bure equity","2012",0
"DE","Bure equity","2012",0
"DDE","Bure equity","2012",0
"SIZE","Catena","2012",8.14
"Sales","Catena","2012",287
"FSD","Catena","2012",1
"FSTS","Catena","2012",0.19
"Tobin's Q","Catena","2012",1
"FXD","Catena","2012",0
"Gross FXD","Catena","2012",0
"DERIV","Catena","2012",0
"R&D/sales","Catena","2012",0
"Leverage","Catena","2012",0.4
"Quick ratio","Catena","2012",0
"Capex/sales","Catena","2012",0
"ROA ","Catena","2012",0.064
"DD","Catena","2012",1
"ID","Catena","2012",0
"DE","Catena","2012",0
"DDE","Catena","2012",0
"SIZE","Cavotec","2012",9.73
"Sales","Cavotec","2012",11648
"FSD","Cavotec","2012",1
"FSTS","Cavotec","2012",0.78
"Tobin's Q","Cavotec","2012",2.13
"FXD","Cavotec","2012",0
"Gross FXD","Cavotec","2012",0
"DERIV","Cavotec","2012",0
"R&D/sales","Cavotec","2012",0
"Leverage","Cavotec","2012",0.49
"Quick ratio","Cavotec","2012",0.119
"Capex/sales","Cavotec","2012",0.016
"ROA ","Cavotec","2012",0.14
"DD","Cavotec","2012",1
"ID","Cavotec","2012",1
"DE","Cavotec","2012",0
"DDE","Cavotec","2012",0
"SIZE","Clas Ohlson","2012",8.02
"Sales","Clas Ohlson","2012",6260
"FSD","Clas Ohlson","2012",1
"FSTS","Clas Ohlson","2012",0.53
"Tobin's Q","Clas Ohlson","2012",2.46
"FXD","Clas Ohlson","2012",1
"Gross FXD","Clas Ohlson","2012",368
"DERIV","Clas Ohlson","2012",0.06
"R&D/sales","Clas Ohlson","2012",0
"Leverage","Clas Ohlson","2012",0.02
"Quick ratio","Clas Ohlson","2012",0.11
"Capex/sales","Clas Ohlson","2012",0.03
"ROA ","Clas Ohlson","2012",0.13
"DD","Clas Ohlson","2012",1
"ID","Clas Ohlson","2012",0
"DE","Clas Ohlson","2012",29
"DDE","Clas Ohlson","2012",1
"SIZE","Duni","2012",8.2
"Sales","Duni","2012",3669
"FSD","Duni","2012",1
"FSTS","Duni","2012",0.92
"Tobin's Q","Duni","2012",1.22
"FXD","Duni","2012",0
"Gross FXD","Duni","2012",0
"DERIV","Duni","2012",0
"R&D/sales","Duni","2012",0.007
"Leverage","Duni","2012",0.29
"Quick ratio","Duni","2012",0.26
"Capex/sales","Duni","2012",0.004
"ROA ","Duni","2012",0.036
"DD","Duni","2012",1
"ID","Duni","2012",0
"DE","Duni","2012",0
"DDE","Duni","2012",0
"SIZE","Electrolux B","2012",11.23
"Sales","Electrolux B","2012",109994
"FSD","Electrolux B","2012",1
"FSTS","Electrolux B","2012",0.965
"Tobin's Q","Electrolux B","2012",1.44
"FXD","Electrolux B","2012",1
"Gross FXD","Electrolux B","2012",45280
"DERIV","Electrolux B","2012",0.41
"R&D/sales","Electrolux B","2012",0.024
"Leverage","Electrolux B","2012",0.83
"Quick ratio","Electrolux B","2012",0.175
"Capex/sales","Electrolux B","2012",0.037
"ROA ","Electrolux B","2012",0.03
"DD","Electrolux B","2012",1
"ID","Electrolux B","2012",0
"DE","Electrolux B","2012",34
"DDE","Electrolux B","2012",1
"SIZE","Eniro","2012",9.1
"Sales","Eniro","2012",3999
"FSD","Eniro","2012",1
"FSTS","Eniro","2012",0.53
"Tobin's Q","Eniro","2012",0.73
"FXD","Eniro","2012",0
"Gross FXD","Eniro","2012",0
"DERIV","Eniro","2012",0
"R&D/sales","Eniro","2012",0.08
"Leverage","Eniro","2012",0.76
"Quick ratio","Eniro","2012",0.1
"Capex/sales","Eniro","2012",0.01
"ROA ","Eniro","2012",0.027
"DD","Eniro","2012",0
"ID","Eniro","2012",1
"DE","Eniro","2012",0
"DDE","Eniro","2012",0
"SIZE","Ericsson B","2012",12.5
"Sales","Ericsson B","2012",227779
"FSD","Ericsson B","2012",1
"FSTS","Ericsson B","2012",0.978
"Tobin's Q","Ericsson B","2012",1.26
"FXD","Ericsson B","2012",1
"Gross FXD","Ericsson B","2012",12728
"DERIV","Ericsson B","2012",0.06
"R&D/sales","Ericsson B","2012",0.14
"Leverage","Ericsson B","2012",0.279
"Quick ratio","Ericsson B","2012",1.96
"Capex/sales","Ericsson B","2012",0.014
"ROA ","Ericsson B","2012",0.022
"DD","Ericsson B","2012",1
"ID","Ericsson B","2012",0
"DE","Ericsson B","2012",-1008
"DDE","Ericsson B","2012",0
"SIZE","Fagerhult","2012",9.1
"Sales","Fagerhult","2012",14623
"FSD","Fagerhult","2012",1
"FSTS","Fagerhult","2012",0.98
"Tobin's Q","Fagerhult","2012",1.18
"FXD","Fagerhult","2012",1
"Gross FXD","Fagerhult","2012",3260
"DERIV","Fagerhult","2012",0.22
"R&D/sales","Fagerhult","2012",0
"Leverage","Fagerhult","2012",1.07
"Quick ratio","Fagerhult","2012",0.079
"Capex/sales","Fagerhult","2012",0.034
"ROA ","Fagerhult","2012",0.055
"DD","Fagerhult","2012",1
"ID","Fagerhult","2012",1
"DE","Fagerhult","2012",64
"DDE","Fagerhult","2012",1
"SIZE","Getinge B","2012",10.67
"Sales","Getinge B","2012",24248
"FSD","Getinge B","2012",1
"FSTS","Getinge B","2012",0.982
"Tobin's Q","Getinge B","2012",1.87
"FXD","Getinge B","2012",1
"Gross FXD","Getinge B","2012",12144
"DERIV","Getinge B","2012",0.5
"R&D/sales","Getinge B","2012",0.025
"Leverage","Getinge B","2012",1.15
"Quick ratio","Getinge B","2012",0.13
"Capex/sales","Getinge B","2012",0.04
"ROA ","Getinge B","2012",0.059
"DD","Getinge B","2012",1
"ID","Getinge B","2012",0
"DE","Getinge B","2012",-36
"DDE","Getinge B","2012",0
"SIZE","Hennes and Mauritz B","2012",11
"Sales","Hennes and Mauritz B","2012",120799
"FSD","Hennes and Mauritz B","2012",1
"FSTS","Hennes and Mauritz B","2012",0.95
"Tobin's Q","Hennes and Mauritz B","2012",6.21
"FXD","Hennes and Mauritz B","2012",1
"Gross FXD","Hennes and Mauritz B","2012",25104
"DERIV","Hennes and Mauritz B","2012",0.21
"R&D/sales","Hennes and Mauritz B","2012",0
"Leverage","Hennes and Mauritz B","2012",0
"Quick ratio","Hennes and Mauritz B","2012",1.01
"Capex/sales","Hennes and Mauritz B","2012",0.05
"ROA ","Hennes and Mauritz B","2012",0.28
"DD","Hennes and Mauritz B","2012",1
"ID","Hennes and Mauritz B","2012",0
"DE","Hennes and Mauritz B","2012",-272
"DDE","Hennes and Mauritz B","2012",0
"SIZE","Investor","2012",12.2
"Sales","Investor","2012",16849
"FSD","Investor","2012",1
"FSTS","Investor","2012",0.69
"Tobin's Q","Investor","2012",0.76
"FXD","Investor","2012",1
"Gross FXD","Investor","2012",36878
"DERIV","Investor","2012",2.19
"R&D/sales","Investor","2012",0.09
"Leverage","Investor","2012",0.27
"Quick ratio","Investor","2012",1.36
"Capex/sales","Investor","2012",2.09
"ROA ","Investor","2012",0.12
"DD","Investor","2012",1
"ID","Investor","2012",1
"DE","Investor","2012",399
"DDE","Investor","2012",1
"SIZE","Kinnevik","2012",11
"Sales","Kinnevik","2012",8855
"FSD","Kinnevik","2012",1
"FSTS","Kinnevik","2012",0.25
"Tobin's Q","Kinnevik","2012",0.66
"FXD","Kinnevik","2012",0
"Gross FXD","Kinnevik","2012",0
"DERIV","Kinnevik","2012",0
"R&D/sales","Kinnevik","2012",0.006
"Leverage","Kinnevik","2012",0.057
"Quick ratio","Kinnevik","2012",0.16
"Capex/sales","Kinnevik","2012",0.9
"ROA ","Kinnevik","2012",-0.05
"DD","Kinnevik","2012",1
"ID","Kinnevik","2012",1
"DE","Kinnevik","2012",0
"DDE","Kinnevik","2012",0
"SIZE","Lundin Petroleum","2012",10.01
"Sales","Lundin Petroleum","2012",9318
"FSD","Lundin Petroleum","2012",1
"FSTS","Lundin Petroleum","2012",0.986
"Tobin's Q","Lundin Petroleum","2012",2.7
"FXD","Lundin Petroleum","2012",1
"Gross FXD","Lundin Petroleum","2012",4700
"DERIV","Lundin Petroleum","2012",0.5
"R&D/sales","Lundin Petroleum","2012",0
"Leverage","Lundin Petroleum","2012",0.35
"Quick ratio","Lundin Petroleum","2012",0.23
"Capex/sales","Lundin Petroleum","2012",0.68
"ROA ","Lundin Petroleum","2012",0.032
"DD","Lundin Petroleum","2012",0
"ID","Lundin Petroleum","2012",0
"DE","Lundin Petroleum","2012",479
"DDE","Lundin Petroleum","2012",1
"SIZE","Modern times group B","2012",9.82
"Sales","Modern times group B","2012",13336
"FSD","Modern times group B","2012",1
"FSTS","Modern times group B","2012",0.82
"Tobin's Q","Modern times group B","2012",1.57
"FXD","Modern times group B","2012",1
"Gross FXD","Modern times group B","2012",4900
"DERIV","Modern times group B","2012",0.37
"R&D/sales","Modern times group B","2012",0
"Leverage","Modern times group B","2012",0.21
"Quick ratio","Modern times group B","2012",0.077
"Capex/sales","Modern times group B","2012",0.011
"ROA ","Modern times group B","2012",0.116
"DD","Modern times group B","2012",1
"ID","Modern times group B","2012",0
"DE","Modern times group B","2012",-2112
"DDE","Modern times group B","2012",0
"SIZE","Mycronic","2012",7.29
"Sales","Mycronic","2012",1354
"FSD","Mycronic","2012",1
"FSTS","Mycronic","2012",0.98
"Tobin's Q","Mycronic","2012",0.89
"FXD","Mycronic","2012",1
"Gross FXD","Mycronic","2012",221
"DERIV","Mycronic","2012",0.16
"R&D/sales","Mycronic","2012",0.21
"Leverage","Mycronic","2012",0.002
"Quick ratio","Mycronic","2012",2.05
"Capex/sales","Mycronic","2012",0
"ROA ","Mycronic","2012",-0.01
"DD","Mycronic","2012",1
"ID","Mycronic","2012",1
"DE","Mycronic","2012",-19
"DDE","Mycronic","2012",0
"SIZE","Sandvik","2012",11.55
"Sales","Sandvik","2012",98529
"FSD","Sandvik","2012",1
"FSTS","Sandvik","2012",0.961
"Tobin's Q","Sandvik","2012",1.93
"FXD","Sandvik","2012",1
"Gross FXD","Sandvik","2012",9500
"DERIV","Sandvik","2012",0.1
"R&D/sales","Sandvik","2012",0.013
"Leverage","Sandvik","2012",1.26
"Quick ratio","Sandvik","2012",0.574
"Capex/sales","Sandvik","2012",0.049
"ROA ","Sandvik","2012",0.078
"DD","Sandvik","2012",1
"ID","Sandvik","2012",0
"DE","Sandvik","2012",140
"DDE","Sandvik","2012",1
"SIZE","SCA B","2012",11.8
"Sales","SCA B","2012",85408
"FSD","SCA B","2012",1
"FSTS","SCA B","2012",0.93
"Tobin's Q","SCA B","2012",1.3
"FXD","SCA B","2012",1
"Gross FXD","SCA B","2012",24789
"DERIV","SCA B","2012",0.29
"R&D/sales","SCA B","2012",0.0099
"Leverage","SCA B","2012",0.58
"Quick ratio","SCA B","2012",0.06
"Capex/sales","SCA B","2012",0.058
"ROA ","SCA B","2012",0.038
"DD","SCA B","2012",1
"ID","SCA B","2012",0
"DE","SCA B","2012",641
"DDE","SCA B","2012",1
"SIZE","Securitas B","2012",10.56
"Sales","Securitas B","2012",66458
"FSD","Securitas B","2012",1
"FSTS","Securitas B","2012",0.94
"Tobin's Q","Securitas B","2012",1.31
"FXD","Securitas B","2012",1
"Gross FXD","Securitas B","2012",1386
"DERIV","Securitas B","2012",0.02
"R&D/sales","Securitas B","2012",0
"Leverage","Securitas B","2012",1.2
"Quick ratio","Securitas B","2012",0.28
"Capex/sales","Securitas B","2012",0.016
"ROA ","Securitas B","2012",0.031
"DD","Securitas B","2012",1
"ID","Securitas B","2012",0
"DE","Securitas B","2012",-2.8
"DDE","Securitas B","2012",0
"SIZE","Skanska B","2012",11.15
"Sales","Skanska B","2012",129350
"FSD","Skanska B","2012",1
"FSTS","Skanska B","2012",0.76
"Tobin's Q","Skanska B","2012",1.35
"FXD","Skanska B","2012",1
"Gross FXD","Skanska B","2012",9785
"DERIV","Skanska B","2012",0.08
"R&D/sales","Skanska B","2012",0.00088
"Leverage","Skanska B","2012",0.68
"Quick ratio","Skanska B","2012",0.1
"Capex/sales","Skanska B","2012",0.02
"ROA ","Skanska B","2012",0.041
"DD","Skanska B","2012",1
"ID","Skanska B","2012",0
"DE","Skanska B","2012",78
"DDE","Skanska B","2012",1
"SIZE","SKF B","2012",11.01
"Sales","SKF B","2012",64575
"FSD","SKF B","2012",1
"FSTS","SKF B","2012",0.973
"Tobin's Q","SKF B","2012",1.85
"FXD","SKF B","2012",1
"Gross FXD","SKF B","2012",8015
"DERIV","SKF B","2012",0.12
"R&D/sales","SKF B","2012",0.025
"Leverage","SKF B","2012",0.88
"Quick ratio","SKF B","2012",0.59
"Capex/sales","SKF B","2012",0.03
"ROA ","SKF B","2012",0.079
"DD","SKF B","2012",1
"ID","SKF B","2012",1
"DE","SKF B","2012",144
"DDE","SKF B","2012",1
"SIZE","SSAB A","2012",10.98
"Sales","SSAB A","2012",38923
"FSD","SSAB A","2012",1
"FSTS","SSAB A","2012",0.8
"Tobin's Q","SSAB A","2012",0.82
"FXD","SSAB A","2012",1
"Gross FXD","SSAB A","2012",4967
"DERIV","SSAB A","2012",0.13
"R&D/sales","SSAB A","2012",0.006
"Leverage","SSAB A","2012",0.68
"Quick ratio","SSAB A","2012",0.43
"Capex/sales","SSAB A","2012",0.04
